Country name,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Year
Canada,North America and ANZ,7.23210001,0.04040546,7.311294556,7.152905464,10.69236851,0.927176654,73.60160065,0.9339132309999999,0.124770768,0.390843362,1.9723167419999998,1.301647663,1.4353919030000002,1.022501945,0.644028127,0.28152892,0.35170185600000003,2.195269108,2020
Australia,North America and ANZ,7.222799778,0.041841116,7.30480814,7.140791416,10.72059631,0.9448546170000001,73.60453796,0.915431738,0.19046016,0.41516912,1.9723167419999998,1.310396433,1.477146268,1.022607684,0.621877193,0.324973613,0.335996419,2.129804134,2020
United Kingdom,Western Europe,7.164500237,0.037161909,7.237337589,7.091662884,10.60013485,0.93668282,72.30160522,0.834743679,0.263732493,0.43591591700000004,1.9723167419999998,1.273061037,1.457844973,0.97570008,0.525168657,0.37343344100000003,0.322601646,2.2367219919999997,2020
Israel,Middle East and North Africa,7.128600121,0.042515181,7.211929798,7.045270443,10.41752529,0.913571239,73.20025635,0.7475805879999999,0.10259372,0.78085506,1.9723167419999998,1.216463685,1.4032567740000002,1.008052945,0.42069947700000004,0.26686179600000004,0.09989845,2.713358402,2020
Costa Rica,Latin America and Caribbean,7.121399879,0.044816117999999995,7.209239482999999,7.033560276,9.658156395,0.901545942,71.29985046,0.9347389340000001,-0.10242971,0.7863324279999999,1.9723167419999998,0.981107712,1.374853611,0.9396353359999999,0.6450177429999999,0.131266311,0.096362092,2.953135014,2020
Ireland,Western Europe,7.093699932000001,0.039863452,7.171832085,7.01556778,11.16097832,0.9420815709999999,72.30078888,0.8869829770000001,0.145784974,0.357184172,1.9723167419999998,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.37343326200000004,1.943878174,2020
Germany,Western Europe,7.075799942000001,0.035609804,7.145595074,7.00600481,10.7328186,0.898874462,72.20201874,0.867371082,0.08017938599999999,0.456422031,1.9723167419999998,1.314184546,1.3685437440000001,0.9721148009999999,0.564274132,0.252037704,0.309362292,2.2952494619999997,2020
United States,North America and ANZ,6.939599991000001,0.047316168,7.032339573,6.846860409,10.92576885,0.914219022,68.29949951,0.842619538,0.149891734,0.6997153159999999,1.9723167419999998,1.37398684,1.4047867059999999,0.831618011,0.534608245,0.298143059,0.152284741,2.344124794,2020
Czech Republic,Central and Eastern Europe,6.9109001160000005,0.042891297,6.9949669839999995,6.826833248,10.40416336,0.914430678,70.04793549,0.818537354,-0.230861515,0.85844624,1.9723167419999998,1.212322354,1.40528667,0.89456445,0.505744576,0.046325929,0.049803223,2.796808243,2020
Belgium,Western Europe,6.863500117999999,0.034370355,6.930866241,6.796133995,10.673639300000001,0.911632538,72.00164795,0.813582063,-0.078691199,0.612297952,1.9723167419999998,1.2958427670000001,1.3986775880000002,0.964901149,0.499805421,0.146966159,0.208724052,2.348626614,2020
United Arab Emirates,Middle East and North Africa,6.790800095,0.040698379,6.8705687520000005,6.711031437000001,11.1099987,0.8491811159999999,67.08278656,0.941345513,0.123450845,0.594502211,1.9723167419999998,1.4310864209999998,1.251170993,0.787814438,0.652936101,0.28065598,0.220213518,2.166965961,2020
Malta,Western Europe,6.772799968999999,0.042958103,6.856997967000001,6.688601971000001,10.53383827,0.93037951,72.19999695,0.9249114390000001,0.214965805,0.658547282,1.9723167419999998,1.2525132890000001,1.442956924,0.9720420240000001,0.633239031,0.341180831,0.17886407699999998,1.9520120619999999,2020
France,Western Europe,6.663799762999999,0.037576791,6.7374501229999995,6.590149403,10.58422279,0.937103748,73.80193329,0.8254676459999999,-0.130641967,0.583521128,1.9723167419999998,1.268129349,1.458839178,1.029714227,0.5140509010000001,0.112607703,0.227303237,2.053198338,2020
Mexico,Latin America and Caribbean,6.465000152999999,0.048122469,6.559319972999999,6.370680332,9.797797203,0.8386654259999999,68.29902649,0.8587092759999999,-0.175266623,0.806821585,1.9723167419999998,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668,2.6625401969999998,2020
Taiwan Province of China,East Asia,6.45539999,0.039139576,6.532113552,6.378686428,10.77568531,0.894309103,69.59999847,0.77153033,-0.07319869799999999,0.73188293,1.9723167419999998,1.3274705409999998,1.357760668,0.8784379959999999,0.44940438899999996,0.150598705,0.131516352,2.1602387430000003,2020
Uruguay,Latin America and Caribbean,6.440100192999999,0.045419082,6.529121399,6.351078987,9.948192596,0.92281127,69.00254822,0.892395437,-0.101103112,0.635994136,1.9723167419999998,1.071000457,1.425081134,0.856928885,0.59426707,0.132143691,0.19342507399999997,2.167276382,2020
Saudi Arabia,Middle East and North Africa,6.406499863,0.056533612000000004,6.517305851000001,6.2956938739999995,10.79781246,0.874067068,66.30514526,0.854191244,-0.16869506199999998,0.682619512,1.9723167419999998,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,2.203118801,2020
Spain,Western Europe,6.4008998870000005,0.04230037,6.483808517000001,6.317991257,10.46292686,0.921125412,74.40270996,0.751989543,-0.050961714000000005,0.765859902,1.9723167419999998,1.230535269,1.421099186,1.051343083,0.425983816,0.16530548,0.109579779,1.997088432,2020
Guatemala,Latin America and Caribbean,6.398900032,0.058398303,6.5133605,6.2844395639999995,8.924805641,0.8166214820000001,64.8089447,0.9081475729999999,-0.042938665,0.783237457,1.9723167419999998,0.7538157109999999,1.174267054,0.705952585,0.613146722,0.170611665,0.09836030000000001,2.882723093,2020
Italy,Western Europe,6.38740015,0.043288074,6.47224474,6.302555561,10.48183632,0.8898785709999999,73.60168457,0.66465199,-0.04346099900000001,0.873404682,1.9723167419999998,1.236396074,1.3472959999999998,1.0225049259999999,0.321305573,0.17026621100000003,0.040145598,2.249505997,2020
Singapore,Southeast Asia,6.377099991000001,0.033258967,6.442287445,6.311912537,11.39552116,0.9102689620000001,76.80458069,0.926645339,0.029879224,0.109784193,1.9723167419999998,1.519580126,1.39545691,1.137814283,0.635317206,0.21877090600000001,0.533162236,0.9370317459999999,2020
Brazil,Latin America and Caribbean,6.375599861,0.040790688,6.455549717,6.295650005,9.56643486,0.896723807,66.48016357,0.799804807,-0.10181239199999999,0.7706012729999999,1.9723167419999998,0.952679873,1.363464117,0.766119063,0.483292729,0.131674588,0.106518604,2.571860313,2020
Slovenia,Central and Eastern Europe,6.363399982000001,0.043841314000000006,6.449328899,6.277471066,10.39232254,0.939575672,71.1029892,0.936142623,-0.080603383,0.817071021,1.9723167419999998,1.208652496,1.464677691,0.932548046,0.646700144,0.145701498,0.076516323,1.888586521,2020
El Salvador,Latin America and Caribbean,6.34829998,0.058248438,6.462466717000001,6.234133244,8.909075737,0.8060922620000001,66.10826111,0.833805263,-0.12107297800000001,0.754319906,1.9723167419999998,0.748940408,1.149397612,0.752730012,0.5240439179999999,0.11893630000000001,0.11703035199999999,2.937191725,2020
Kosovo,Central and Eastern Europe,6.325200081,0.052216277,6.427544117,6.222856045,9.204429626,0.8207265140000001,63.88555527,0.861535907,0.19093376399999998,0.922328293,1.9723167419999998,0.8404813409999999,1.183962822,0.672709167,0.557280421,0.325286865,0.008559024,2.7369027139999997,2020
Panama,Latin America and Caribbean,6.304800033999999,0.059724930999999995,6.421860695,6.187739372,10.03423405,0.902094483,69.60301208,0.880366504,-0.153927714,0.851588905,1.9723167419999998,1.097667813,1.3761492969999998,0.878546536,0.57984978,0.097207308,0.054230525999999994,2.221176147,2020
Slovakia,Central and Eastern Europe,6.280600071,0.03889757,6.35683918,6.204360962000001,10.34774971,0.9224937559999999,68.90634155,0.7499526740000001,-0.12440930300000001,0.918096125,1.9723167419999998,1.194837689,1.424331188,0.853465259,0.423542529,0.11672977400000001,0.011291441000000001,2.256422043,2020
Uzbekistan,Commonwealth of Independent States,6.257599831,0.05422755,6.36388588,6.151313782000001,8.740371704,0.926595807,65.10757446,0.974998116,0.248427153,0.501497388,1.9723167419999998,0.6966529490000001,1.4340200419999998,0.716703713,0.6932703259999999,0.36331102299999996,0.280260265,2.073346615,2020
Chile,Latin America and Caribbean,6.228499889,0.045723889000000004,6.318118572,6.138881207000001,10.0320549,0.879713595,69.90061951,0.7448962929999999,-0.065668367,0.838239431,1.9723167419999998,1.096992493,1.323286891,0.889260828,0.41748222700000004,0.155579001,0.06284935,2.283012867,2020
Bahrain,Middle East and North Africa,6.227300167,0.081882261,6.387789249,6.066811085,10.67638016,0.876342118,68.5,0.905855775,0.13372919,0.7393470999999999,1.9723167419999998,1.296692252,1.31532371,0.838836372,0.610399902,0.287453711,0.12669725699999998,1.751917362,2020
Lithuania,Central and Eastern Europe,6.215499877999999,0.044193107999999995,6.302118301,6.128881454,10.34362602,0.926107109,67.29407501,0.747381449,-0.21972529600000001,0.809583843,1.9723167419999998,1.193559647,1.4328657390000001,0.795421183,0.42046079,0.053691040999999995,0.081350274,2.2381460669999997,2020
Trinidad and Tobago,Latin America and Caribbean,6.1918997760000005,0.114448458,6.416218757999999,5.967580795,10.26000214,0.91529417,63.5,0.8579071159999999,0.000526841,0.9122306109999999,1.9723167419999998,1.167641521,1.407326221,0.658828557,0.55293113,0.199358255,0.015078396,2.190695763,2020
Poland,Central and Eastern Europe,6.1862998010000005,0.035500165,6.2558803560000005,6.116719246000001,10.26512432,0.874257445,69.31113434,0.8620557790000001,-0.205084071,0.6869270209999999,1.9723167419999998,1.16922915,1.310399771,0.868038476,0.557903528,0.06337424400000001,0.160541251,2.056797981,2020
Colombia,Latin America and Caribbean,6.163400172999999,0.056480873,6.274102687999999,6.052697659,9.500369072,0.884440243,67.69958496,0.8361799120000001,-0.161235645,0.86457181,1.9723167419999998,0.93220371,1.33445096,0.8100201490000001,0.526890039,0.092374094,0.04584837,2.4216566090000002,2020
Cyprus,Western Europe,6.15899992,0.050605937999999996,6.258187771,6.0598120689999995,10.40570259,0.8059962390000001,73.70222473,0.7798582909999999,0.043731495999999995,0.8562717440000001,1.9723167419999998,1.21279943,1.149170756,1.0261245970000001,0.45938587200000003,0.227932334,0.051207144,2.032334805,2020
Nicaragua,Latin America and Caribbean,6.13710022,0.063886963,6.262318611,6.011881828,8.493160247999999,0.8574970359999999,67.50717926,0.8639028670000001,0.020959141,0.665950119,1.9723167419999998,0.620033145,1.27081275,0.803093255,0.560117304,0.212871477,0.174084574,2.496081114,2020
Romania,Central and Eastern Europe,6.123700142000001,0.047432564,6.216668128999999,6.030732155,10.107584,0.8251615170000001,67.20723724,0.842823207,-0.19781521,0.9343002440000001,1.9723167419999998,1.1204016209999998,1.1944381000000002,0.79229486,0.534852326,0.068181619,0.0008295689999999999,2.4127497669999998,2020
Kuwait,Middle East and North Africa,6.102099895,0.053297732,6.206563472999999,5.997636318,11.08982468,0.8464752440000001,66.76764679,0.8723664879999999,-0.100184701,0.7608490590000001,1.9723167419999998,1.424833655,1.244779825,0.776468933,0.5702614189999999,0.132751092,0.112814933,1.8401679990000002,2020
Mauritius,Sub-Saharan Africa,6.101299762999999,0.057226494,6.213463783,5.989135742,9.956786156,0.910357833,66.40434265,0.889534533,-0.018318573,0.8053430909999999,1.9723167419999998,1.07366395,1.3956668380000001,0.7633894090000001,0.590838134,0.18689455100000002,0.084088229,2.006720543,2020
Kazakhstan,Commonwealth of Independent States,6.0578999520000005,0.043229785,6.1426301,5.973169803999999,10.11465836,0.934744895,64.60996246,0.811601937,-0.068488635,0.7644908429999999,1.9723167419999998,1.122594237,1.453267694,0.6987889409999999,0.497432142,0.15371379300000002,0.11046368599999999,2.021602631,2020
Estonia,Central and Eastern Europe,6.0218000410000005,0.035985194,6.0923309329999995,5.95126915,10.34001732,0.9347299929999999,68.60495758,0.87770915,-0.111697771,0.623073816,1.9723167419999998,1.192441225,1.453232527,0.842615008,0.576664805,0.12513674800000002,0.201766819,1.629928112,2020
Philippines,Southeast Asia,6.006000042,0.049858402,6.103722572000001,5.908277512000001,8.993545532,0.8467300529999999,61.92676163,0.915463448,-0.105463006,0.7336341140000001,1.9723167419999998,0.7751206759999999,1.245381713,0.602189481,0.6219151620000001,0.12926021199999999,0.13038572699999998,2.501741886,2020
Hungary,Central and Eastern Europe,6.000400066,0.039473221,6.077767372,5.923032761,10.24924374,0.921934128,67.60997009,0.718964577,-0.19432301800000001,0.892916501,1.9723167419999998,1.1643071170000001,1.4230093959999999,0.806793869,0.386401802,0.070491239,0.027548173,2.1218457219999998,2020
Thailand,Southeast Asia,5.9987998010000005,0.042596295,6.082288742,5.91531086,9.741791725,0.8899732229999999,67.25059509,0.905063033,0.268685192,0.8862723109999999,1.9723167419999998,1.007029295,1.3475195169999998,0.7938558459999999,0.609449804,0.376709014,0.031837862,1.8323841090000001,2020
Argentina,Latin America and Caribbean,5.974699974,0.053441759000000005,6.079445839,5.869954109,9.810955048,0.900567949,68.80380249,0.831132412,-0.194913864,0.8420098420000001,1.9723167419999998,1.028465629,1.3725436930000001,0.849773705,0.520840347,0.070100471,0.06041505900000001,2.072540998,2020
Honduras,Latin America and Caribbean,5.953199862999999,0.065731592,6.082033634,5.824366092999999,8.424534798,0.821870148,67.19876862,0.870603263,0.086969115,0.801131904,1.9723167419999998,0.598763585,1.186664104,0.791989982,0.568148077,0.256528199,0.086807102,2.464295387,2020
Latvia,Central and Eastern Europe,5.9499998089999995,0.034838136,6.018282413,5.881717205,10.17531967,0.9182885890000001,66.8074646,0.671237648,-0.186888844,0.7955800890000001,1.9723167419999998,1.14139545,1.414398789,0.7779024240000001,0.329198807,0.075407945,0.090391524,2.121283054,2020
Ecuador,Latin America and Caribbean,5.925199986,0.052880634,6.028846263999999,5.8215537070000005,9.246058463999999,0.836418986,68.50003815,0.8598289490000001,-0.127014965,0.8012151120000001,1.9723167419999998,0.853383601,1.221027613,0.838837743,0.555234551,0.115006477,0.086753383,2.254933834,2020
Portugal,Western Europe,5.9109001160000005,0.053158198,6.015089989,5.8067102429999995,10.26374245,0.8865907190000001,72.40202332,0.8887478109999999,-0.220714301,0.8926295040000001,1.9723167419999998,1.168800831,1.3395303490000001,0.979315281,0.5898951889999999,0.053036947,0.027733466000000002,1.752558708,2020
Jamaica,Latin America and Caribbean,5.889800072000001,0.12059043300000001,6.126157284,5.65344286,9.006250381000001,0.9157018659999999,67.09999847,0.8580685259999999,-0.12510676699999998,0.8888900279999999,1.9723167419999998,0.779058397,1.408289194,0.7884340879999999,0.553124607,0.116268493,0.030147785,2.214436531,2020
South Korea,East Asia,5.872399807000001,0.044085015,5.958806515,5.785993099,10.51056671,0.7993871570000001,73.60272979999999,0.6129651070000001,-0.043404032,0.789067447,1.9723167419999998,1.245300651,1.133560538,1.0225425959999999,0.25935635,0.17030386600000003,0.09459628199999999,1.946757078,2020
Japan,East Asia,5.870800018,0.041391667,5.951927662,5.789672375,10.57968903,0.883545935,75.00096893,0.8099613790000001,-0.24691034899999997,0.654558063,1.9723167419999998,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.18143963800000001,1.4862003330000002,2020
Peru,Latin America and Caribbean,5.796800137000001,0.061311204,5.916970253,5.67663002,9.456313133,0.8310752509999999,68.10023499,0.8247660990000001,-0.16238822,0.8937149640000001,1.9723167419999998,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266,2.213499546,2020
Serbia,Central and Eastern Europe,5.77820015,0.050712325,5.877596378,5.678803921,9.680980682000001,0.881475747,68.21020508,0.726495862,-0.073676221,0.843509018,1.9723167419999998,0.9881818290000001,1.327448964,0.828403294,0.395428419,0.15028289,0.059447147,2.0290400980000003,2020
Bolivia,Latin America and Caribbean,5.747499942999999,0.050645422,5.846765041,5.648234844,8.851115227000001,0.803108692,63.6004715,0.875873327,-0.09168113,0.8226062059999999,1.9723167419999998,0.7309763429999999,1.142350554,0.6624456639999999,0.5744645,0.13837507400000001,0.072942637,2.425928593,2020
Pakistan,South Asia,5.69329977,0.048216224,5.78780365,5.598795891,8.482727051,0.689062297,58.25313568,0.734833717,0.04489987,0.7457054259999999,1.9723167419999998,0.616799474,0.872979581,0.46993324200000003,0.405421734,0.22870506300000001,0.122592121,2.9768767360000004,2020
Paraguay,Latin America and Caribbean,5.6921000479999995,0.051957864000000006,5.793937682999999,5.590262413,9.389982224,0.8987278940000001,65.63993835,0.885923445,0.007997713,0.8347885009999999,1.9723167419999998,0.897990823,1.36819756,0.7358696459999999,0.586510062,0.20429924100000002,0.065077379,1.83412528,2020
Dominican Republic,Latin America and Caribbean,5.6891999239999995,0.069831297,5.826069355,5.552330494,9.664880753,0.882085383,65.80748749,0.8662027720000001,-0.131263286,0.755999923,1.9723167419999998,0.9831918479999999,1.328888893,0.7419016959999999,0.5628739,0.112196781,0.115945682,1.844246864,2020
Bosnia and Herzegovina,Central and Eastern Europe,5.674099922000001,0.046385962999999995,5.765016556,5.583183289,9.455817223,0.829204142,67.80813599,0.651352704,0.098274559,0.933769107,1.9723167419999998,0.91839546,1.203986526,0.813928187,0.305365741,0.264005244,0.001172487,2.16724205,2020
Moldova,Commonwealth of Independent States,5.607500076,0.042275578,5.690360069,5.5246400829999995,8.776714325,0.843313575,65.01301575,0.721609175,-0.037741039,0.913314283,1.9723167419999998,0.7079167959999999,1.237312198,0.713299453,0.38957148799999997,0.174049184,0.014378743999999999,2.370968342,2020
Tajikistan,Commonwealth of Independent States,5.555699825,0.032321576,5.619050026,5.492349625,8.024810791,0.835297108,64.10459137,0.831383407,-0.025088511,0.5920760629999999,1.9723167419999998,0.474874616,1.218377709,0.680594802,0.521141171,0.182417125,0.221779913,2.25650835,2020
Montenegro,Central and Eastern Europe,5.54610014,0.04898582,5.642112255,5.450088023999999,9.751860619,0.855314612,68.50534821,0.649565637,-0.075600356,0.7831215859999999,1.9723167419999998,1.010150075,1.265657902,0.839028895,0.303223848,0.14901033,0.09843511099999999,1.880565882,2020
Russia,Commonwealth of Independent States,5.546000004,0.039609671,5.623634815,5.468365192,10.12887192,0.903150737,64.10045624,0.729892612,-0.151153743,0.864802599,1.9723167419999998,1.126999617,1.3786441090000001,0.68044591,0.399499595,0.099041916,0.045699362,1.815716743,2020
Kyrgyzstan,Commonwealth of Independent States,5.541500092000001,0.043677468,5.627108097000001,5.455892086,8.148405075,0.8872284890000001,64.10601044,0.909374893,0.15477205800000002,0.888396084,1.9723167419999998,0.513180971,1.341036677,0.680645883,0.614617765,0.30137074,0.030466691,2.0602066519999997,2020
Belarus,Commonwealth of Independent States,5.539899826,0.037060037000000004,5.6125373839999995,5.467262268,9.779945374,0.90674746,66.10433197,0.6391630770000001,-0.164926544,0.63571167,1.9723167419999998,1.0188544990000001,1.38713932,0.75258857,0.29075586800000003,0.08993306,0.193607435,1.8069911,2020
North Cyprus,Western Europe,5.53550005,0.051037241,5.635532856,5.435467243,10.40570259,0.820356607,73.70222473,0.79529351,0.00022715900000000003,0.62611568,1.9723167419999998,1.21279943,1.183089137,1.0261245970000001,0.477885723,0.19916005399999998,0.199802905,1.23668766,2020
Greece,Western Europe,5.514999866,0.046931833,5.606986046,5.423013687,10.13232613,0.8143803479999999,72.40525818,0.5413451189999999,-0.30090737300000003,0.8599314090000001,1.9723167419999998,1.128070116,1.168973565,0.979431748,0.17351634800000001,0.0,0.048844352,2.016179085,2020
Hong Kong S.A.R. of China,East Asia,5.510399818,0.046019029,5.600596905,5.420202732000001,10.934671400000001,0.8459690809999999,76.77170563,0.7798337940000001,0.134979904,0.420607209,1.9723167419999998,1.3767460580000002,1.243584275,1.136630654,0.459356517,0.288280904,0.332485437,0.673293114,2020
Croatia,Central and Eastern Europe,5.504700184,0.037783645,5.578756332,5.430644035,10.07087517,0.874623716,70.21490479,0.714838803,-0.128538325,0.916495264,1.9723167419999998,1.109024286,1.311264873,0.900575578,0.38145688200000005,0.113998979,0.012325006000000001,1.676029205,2020
Libya,Middle East and North Africa,5.488800049,0.060677204000000005,5.607727528,5.36987257,9.789815903,0.8259429340000001,62.29999924,0.773157001,-0.085054487,0.668779135,1.9723167419999998,1.021913767,1.196283698,0.615626633,0.45135405700000003,0.14275769900000002,0.17225807899999998,1.888563156,2020
Mongolia,East Asia,5.4562001229999995,0.040313236,5.535213947000001,5.377186298,9.412186623,0.9371424909999999,62.30448532,0.693351328,0.09809386699999999,0.863511205,1.9723167419999998,0.904872775,1.4589306119999998,0.6157881620000001,0.355703115,0.26388573600000004,0.046533125999999994,1.8105275630000002,2020
Malaysia,Southeast Asia,5.384300232,0.048802696,5.479953289,5.288647175,10.26251888,0.816509426,67.10215759,0.8946268559999999,0.11472679699999999,0.8393023009999999,1.9723167419999998,1.168421626,1.17400229,0.7885118720000001,0.596941531,0.274886161,0.062163132999999995,1.319420815,2020
Vietnam,Southeast Asia,5.353499889,0.033800762000000005,5.41974926,5.287250519,8.809545517,0.849987149,67.95273590000001,0.939592957,-0.094533332,0.79642123,1.9723167419999998,0.718092382,1.253074765,0.819133997,0.650835574,0.136488721,0.089848459,1.685977936,2020
Indonesia,Southeast Asia,5.285600185,0.047692381,5.379077435,5.1921229360000005,9.36975193,0.808379889,62.15584946,0.8706144090000001,0.519586504,0.876296401,1.9723167419999998,0.891720712,1.1548008920000001,0.610437036,0.568161428,0.542646527,0.038278612999999996,1.4795734880000002,2020
Ivory Coast,Sub-Saharan Africa,5.233300208999999,0.073095515,5.376567364,5.090033054,8.225561142,0.658048689,49.50377274,0.727909327,-0.043991156,0.7907719609999999,1.9723167419999998,0.537094414,0.7997272609999999,0.154942513,0.39712253200000003,0.16991558699999998,0.09349579400000001,3.081022501,2020
Benin,Sub-Saharan Africa,5.21600008,0.077759244,5.368408203,5.063591957,7.674319744,0.46867114299999996,54.31246567,0.735182583,-0.003537213,0.7405325770000001,1.9723167419999998,0.366244704,0.352428436,0.328062952,0.40583989,0.196670428,0.125931874,3.440809727,2020
Maldives,South Asia,5.197599888,0.07198540099999999,5.338691235,5.056508541,9.518632889,0.91316092,70.59999847,0.8539627790000001,0.038085497999999995,0.824211061,1.9723167419999998,0.9378643040000001,1.402287602,0.9144395590000001,0.548203647,0.224198252,0.071906492,1.098674774,2020
Congo (Brazzaville),Sub-Saharan Africa,5.1943998339999995,0.077028967,5.345376492,5.043423176,8.536987305,0.6402280929999999,57.92448044,0.7190585140000001,-0.123674095,0.7517790790000001,1.9723167419999998,0.633616745,0.7576360109999999,0.45810112399999997,0.386514395,0.11721601300000001,0.118670784,2.7226195339999997,2020
Azerbaijan,Commonwealth of Independent States,5.164800167,0.034197241,5.231826782,5.097773552,9.687726974,0.819308281,65.50839996,0.786824107,-0.24025528100000001,0.55253756,1.9723167419999998,0.990272701,1.180613041,0.731134057,0.467734724,0.040113214,0.24730718100000001,1.507632971,2020
Macedonia,Central and Eastern Europe,5.1598000530000006,0.046761535,5.251452446,5.068147659,9.510591507000001,0.820392311,67.50442505,0.738840938,-0.019877451,0.8974905009999999,1.9723167419999998,0.935371995,1.183173537,0.802994132,0.41022458700000003,0.18586354,0.024595059,1.6175949569999999,2020
Ghana,Sub-Saharan Africa,5.1479997630000005,0.058634609000000004,5.262923717,5.033075809,8.350645065,0.728601098,57.20398712,0.794796526,0.09417085300000001,0.8479647640000001,1.9723167419999998,0.575862467,0.96636796,0.432162255,0.47729006399999996,0.261291206,0.056570380999999996,2.378437281,2020
Nepal,South Asia,5.137199879,0.057692084000000005,5.250276566,5.024123192,7.925357342000001,0.785512447,63.77917862,0.797565043,0.154168829,0.7380991579999999,1.9723167419999998,0.444050372,1.100789309,0.66887939,0.480608255,0.300971806,0.127502963,2.014386892,2020
Turkey,Middle East and North Africa,5.131800175,0.039838459,5.20988369,5.05371666,10.12941933,0.826313555,66.90281677,0.6088304520000001,-0.17104643600000002,0.748197377,1.9723167419999998,1.127169251,1.197159171,0.781335294,0.25440076,0.08588556900000001,0.120983243,1.5648167130000001,2020
China,East Asia,5.123899937,0.025901663999999998,5.174667358,5.073132515,9.688568115,0.798760593,69.2891922,0.898517907,-0.18142575,0.7539710999999999,1.9723167419999998,0.990533412,1.132080674,0.867248535,0.6016051170000001,0.079021044,0.117255554,1.336181879,2020
Turkmenistan,Commonwealth of Independent States,5.119100093999999,0.029379817000000003,5.17668438,5.061515808,9.74803257,0.958966196,62.21170807,0.8264570240000001,0.187671542,0.883691847,1.9723167419999998,1.008963585,1.510476947,0.6124480370000001,0.515236676,0.323129326,0.03350389,1.115337372,2020
